DeepRel,torch,1,2.0.0,3.479525690542327
DeepRel,torch,1,2.0.1,3.4482934448454117
DeepRel,torch,1,2.1.0,3.5017689773771496
DeepRel,torch,2,2.0.0,3.1328772782617147
DeepRel,torch,2,2.0.1,3.1410496467351914
DeepRel,torch,2,2.1.0,3.1543356947104138
DeepRel,torch,3,2.0.0,1.465808586610688
DeepRel,torch,3,2.0.1,1.489916561047236
DeepRel,torch,3,2.1.0,1.4886063371764289
DeepRel,torch,4,2.0.0,1.3408985865778393
DeepRel,torch,4,2.0.1,1.3201254135370255
DeepRel,torch,4,2.1.0,1.3354722977346845
DeepRel,torch,5,2.0.0,1.5046609301699532
DeepRel,torch,5,2.0.1,1.5155718498097526
DeepRel,torch,5,2.1.0,1.5027171185281543
DeepRel,tf,1,2.11.0,1.3974173505438698
DeepRel,tf,1,2.12.0,1.4235266402694915
DeepRel,tf,1,2.13.0,4.40294125729137
DeepRel,tf,1,2.14.0,1.3648048314783308
DeepRel,tf,2,2.11.0,2.2212806798352136
DeepRel,tf,2,2.12.0,2.457807729376687
DeepRel,tf,2,2.13.0,2.221713056895468
DeepRel,tf,2,2.14.0,2.080692161652777
DeepRel,tf,3,2.11.0,2.208579815758599
DeepRel,tf,3,2.12.0,2.355851460761494
DeepRel,tf,3,2.13.0,2.2486870433886845
DeepRel,tf,3,2.14.0,1.9565620832973056
DeepRel,tf,4,2.11.0,1.5321943743361368
DeepRel,tf,4,2.12.0,1.619346274336179
DeepRel,tf,4,2.13.0,1.5561396224631203
DeepRel,tf,4,2.14.0,1.5008201818996005
DeepRel,tf,5,2.11.0,1.5555356705851024
DeepRel,tf,5,2.12.0,1.6319553115632799
DeepRel,tf,5,2.13.0,1.5614506347974142
DeepRel,tf,5,2.14.0,1.5018254912561841
