NablaFuzz,torch,1,2.0.0,117.2025876045227
NablaFuzz,torch,1,2.0.1,54.07257556915283
NablaFuzz,torch,1,2.1.0,191.83242058753967
NablaFuzz,torch,2,2.0.0,54.09135174751282
NablaFuzz,torch,2,2.0.1,83.91189908981323
NablaFuzz,torch,2,2.1.0,95.9848279953003
NablaFuzz,torch,3,2.0.0,81.8167052268982
NablaFuzz,torch,3,2.0.1,126.26510882377625
NablaFuzz,torch,3,2.1.0,197.90593552589417
NablaFuzz,torch,4,2.0.0,800.1665802001953
NablaFuzz,torch,4,2.0.1,800.1485538482666
NablaFuzz,torch,4,2.1.0,800.1659817695618
NablaFuzz,torch,5,2.0.0,60.08107256889343
NablaFuzz,torch,5,2.0.1,60.0786190032959
NablaFuzz,torch,5,2.1.0,60.32295560836792
NablaFuzz,tf,1,2.11.0,3.0127246379852295
NablaFuzz,tf,1,2.12.0,7.324126958847046
NablaFuzz,tf,1,2.13.0,3.54498291015625
NablaFuzz,tf,1,2.14.0,9.707489252090454
NablaFuzz,tf,2,2.11.0,10.189385175704956
NablaFuzz,tf,2,2.12.0,7.078794240951538
NablaFuzz,tf,2,2.13.0,10.180923223495483
NablaFuzz,tf,2,2.14.0,11.288604974746704
NablaFuzz,tf,3,2.11.0,6.721385717391968
NablaFuzz,tf,3,2.12.0,12.843871831893921
NablaFuzz,tf,3,2.13.0,7.519850015640259
NablaFuzz,tf,3,2.14.0,13.128310441970825
NablaFuzz,tf,4,2.11.0,5.590720176696777
NablaFuzz,tf,4,2.12.0,8.558904647827148
NablaFuzz,tf,4,2.13.0,6.899596929550171
NablaFuzz,tf,4,2.14.0,9.756739616394043
NablaFuzz,tf,5,2.11.0,8.714126586914062
NablaFuzz,tf,5,2.12.0,2.9095568656921387
NablaFuzz,tf,5,2.13.0,10.352079153060913
NablaFuzz,tf,5,2.14.0,8.411471843719482
